# DVR Export: master_status
# ExportTime: 20260410_230429
# FrameCount: 480
# FirstFrameTimestamp: 0
# LastFrameTimestamp: 0
# MasterSuffix.freqShiftDone: 0
# MasterSuffix.tpFreq1: 0
# MasterSuffix.tpFreq2: 1037
# MasterSuffix.penF0NoiseCount: 64
# MasterSuffix.penF1NoiseCount: 93
# MasterSuffix.touchX: 22
# MasterSuffix.touchY: 36
Frame,Timestamp,MasterWasRead,PeakCount,ContactCount,P0_R,P0_C,P0_Z,P1_R,P1_C,P1_Z,C0_ID,C0_X,C0_Y,C0_State,C0_Area,C0_SigSum,C1_ID,C1_X,C1_Y,C1_State,C1_Area,C1_SigSum
422,0,1,5,5,15,34,2927,24,45,3114,8,33.8937,14.5402,1,17,10004,11,44.2327,23.569,1,11,7026
423,0,1,5,5,28,41,2569,24,46,2746,14,40.7901,27.3666,1,13,11176,10,38.2394,29.7824,1,13,11176
424,0,1,5,5,16,35,2505,24,46,2755,8,34.4726,15.6216,1,16,9349,11,45.3724,24.0907,1,10,6514
425,0,1,5,5,24,47,2138,16,35,3002,11,45.9156,24.3079,1,10,6073,8,34.7257,15.9982,1,18,9326
426,0,1,5,5,24,47,2676,30,34,3052,11,46.4098,24.4756,1,7,6194,7,33.404,29.7627,1,11,8681
427,0,1,5,5,24,47,2837,30,34,3426,11,46.7855,24.5851,1,8,6423,7,33.7573,29.896,1,12,8681
428,0,1,5,5,24,47,2892,29,34,2943,11,47.0653,24.6479,1,9,6506,7,34.016,29.9105,1,10,8443
429,0,1,5,5,24,47,3122,16,35,3699,11,47.268,24.6766,1,9,6792,8,35.403,16.5058,1,14,9864
430,0,1,5,5,29,34,3117,24,47,3365,7,34.23,29.6006,1,11,7993,11,47.4062,24.675,1,9,7112
431,0,1,5,5,28,34,2751,15,35,2952,7,34.1979,29.2951,1,10,7646,8,35.605,16.1397,1,18,10100
432,0,1,5,5,28,33,3103,27,43,3103,7,34.0778,28.9529,1,10,7477,14,43.3932,28.1049,1,11,12355
433,0,1,5,5,27,33,3095,27,43,3570,7,33.9113,28.5508,1,10,7025,14,43.423,27.9887,1,11,11245
434,0,1,5,5,27,33,2684,24,47,3006,7,33.7144,28.1241,1,11,6957,11,47.5553,24.4242,1,9,6767
435,0,1,5,5,23,47,2152,26,32,2367,11,47.5171,24.2835,1,7,6309,7,33.4832,27.6357,1,9,6367
436,0,1,5,5,25,32,2385,23,47,2545,7,33.2479,27.1413,1,9,5694,11,47.4449,24.1023,1,9,5693
437,0,1,5,5,25,32,1549,23,47,1962,7,32.9639,26.6329,1,9,5014,11,47.3348,23.8851,1,10,5461
438,0,1,5,5,23,46,1546,24,31,2074,11,47.1902,23.6371,1,8,4841,7,32.667,26.136,1,9,4613
439,0,1,5,5,24,31,1612,26,43,1808,7,32.3559,25.6198,1,11,4608,14,43.206,26.72,1,11,8513
440,0,1,4,5,23,31,1514,25,42,2821,7,32.0462,25.0752,1,9,4733,14,43.1024,26.4047,1,9,6777
441,0,1,5,5,22,46,1269,22,30,1396,11,46.7162,22.8949,1,6,4014,7,31.7225,24.5102,1,9,4046
442,0,1,5,5,21,45,1430,22,30,2093,11,46.5038,22.6235,1,8,4013,7,31.3832,23.952,1,10,4273
443,0,1,5,5,22,30,995,21,45,2377,7,31.0245,23.3915,1,10,3837,11,46.283,22.353,1,8,4187
444,0,1,5,5,21,29,1694,24,42,2003,7,30.6473,22.8817,1,8,3815,14,42.5312,25.1696,1,9,5425
445,0,1,5,5,21,44,1245,24,41,1971,11,45.7607,21.8301,1,7,4414,14,42.3314,24.871,1,9,5320
446,0,1,5,5,21,28,1274,20,44,1742,7,29.8706,21.9915,1,9,4518,11,45.4935,21.597,1,8,5264
447,0,1,5,5,20,28,1813,20,44,2079,7,29.5028,21.6262,1,9,4745,11,45.224,21.4031,1,8,5702
448,0,1,5,5,20,44,1905,20,28,2287,11,44.9635,21.2623,1,9,5955,14,41.6878,24.1513,1,9,5955
449,0,1,5,5,20,44,1390,20,28,1900,11,44.7118,21.1649,1,7,4817,7,28.8153,21.1215,1,9,5336
450,0,1,5,5,20,43,1531,20,27,2035,11,44.4868,21.1023,1,6,4821,7,28.517,20.9785,1,9,5522
451,0,1,5,5,21,43,1644,23,35,2252,11,44.29,21.0773,1,7,6138,14,41.107,23.8091,1,7,6138
452,0,1,5,5,21,43,1977,23,34,2317,11,44.1109,21.0808,1,9,6140,14,40.9457,23.7651,1,9,6140
453,0,1,5,5,21,43,2280,20,27,2579,11,43.9362,21.1145,1,8,6183,14,40.7927,23.7506,1,8,6183
454,0,1,5,5,20,27,2172,21,43,2298,7,27.5726,20.8195,1,8,6707,11,43.7539,21.1657,1,10,6033
455,0,1,5,5,23,39,1864,20,26,2045,14,40.48,23.7832,1,9,5835,11,43.5814,21.2499,1,9,5835
456,0,1,5,5,21,42,1945,23,39,2152,11,43.3965,21.3623,1,9,5807,14,40.3016,23.8278,1,9,5807
457,0,1,5,5,21,42,2134,24,39,2557,11,43.2119,21.492,1,10,6098,14,40.0966,23.9037,1,10,6098
458,0,1,5,5,22,42,2068,20,26,2288,11,43.0089,21.6487,1,8,6242,14,39.8815,23.9874,1,8,6242
459,0,1,5,5,22,42,2264,24,39,2398,11,42.7871,21.8063,1,9,6288,14,39.6603,24.0876,1,9,6288
460,0,1,5,5,22,41,2220,20,25,2873,11,42.5442,21.9631,1,8,6509,14,39.419,24.1932,1,8,6509
461,0,1,5,5,20,25,2767,22,41,2931,7,25.8839,20.8276,1,10,8231,11,42.3178,22.1301,1,9,6679
462,0,1,5,5,20,25,2298,24,38,2416,7,25.6455,20.8527,1,11,8345,14,38.9135,24.4369,1,9,6754
463,0,1,5,5,21,24,2241,22,41,2337,7,25.4254,20.8983,1,12,8390,11,41.8935,22.474,1,8,6971
464,0,1,5,5,23,41,2261,24,37,2458,11,41.7153,22.6521,1,9,7001,14,38.4221,24.682,1,9,7001
465,0,1,5,5,23,41,2548,25,37,2929,11,41.5654,22.8212,1,8,6302,14,38.218,24.8148,1,10,8157
466,0,1,5,5,23,41,2656,21,24,3471,11,41.4419,22.9777,1,9,7491,14,38.0249,24.9453,1,9,7491
467,0,1,5,5,23,41,2665,21,24,3510,11,41.3498,23.1295,1,9,7636,14,37.8581,25.0726,1,9,7636
468,0,1,5,5,23,41,2674,21,24,2855,11,41.2926,23.2741,1,9,7733,14,37.7185,25.1984,1,9,7733
469,0,1,5,5,23,41,2634,22,24,3393,11,41.2725,23.3952,1,9,7832,14,37.6021,25.323,1,9,7832
470,0,1,5,5,23,41,2607,22,24,2670,11,41.2839,23.5018,1,9,6956,7,24.8146,21.9895,1,12,9222
471,0,1,5,5,23,41,2552,25,37,2916,11,41.3216,23.5992,1,9,6800,14,37.4598,25.5605,1,10,8760
472,0,1,5,5,23,41,2314,25,37,2569,11,41.3961,23.6909,1,9,6980,14,37.4325,25.6705,1,12,10521
473,0,1,5,5,24,41,2177,24,26,2893,11,41.4938,23.7764,1,10,6695,7,25.3792,23.0989,1,11,9681
474,0,1,5,5,24,41,2042,12,31,3276,11,41.6098,23.848,1,10,6489,8,30.994,11.3109,1,28,14656
475,0,1,5,5,24,42,2121,25,26,2883,11,41.7548,23.9199,1,8,6369,7,25.9712,23.911,1,12,9609
476,0,1,5,5,24,42,2788,26,38,3123,11,41.9123,23.9922,1,9,6346,14,37.6984,26.1942,1,12,11364
477,0,1,5,5,24,42,2917,26,38,3446,11,42.1034,24.0558,1,9,6410,14,37.8693,26.331,1,12,10914
478,0,1,5,5,24,42,2238,26,28,2643,11,42.3258,24.1171,1,10,6305,7,27.0688,25.0498,1,12,11303
479,0,1,5,5,26,39,2149,24,43,2954,14,38.3451,26.6019,1,12,10632,10,34.6145,28.2913,1,12,10632
